AÑO,CÓDIGO_MUNICIPIO,MUNICIPIO,CÓDIGO_DEPARTAMENTO,DEPARTAMENTO,CÓDIGO_ETC,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2011,5001,Medellín,5,Antioquia,3759,Medellín,386466,108.73,108.5,79.8,107.2,94.8,59.7,125.4,95.4,127.3,137.5,111.2,31.55,97.37,3.69,3.48,3.43,4.32,2.95,96.28,96.52,96.57,95.67,96.88,0.03,0,0,0.01,0.17,4.57,0.15,3.26,7.44,2.95
2011,5002,Abejorral,5,Antioquia,3758,Antioquia (ETC),4146,97.81,97.8,50.6,111.3,74.2,36.3,107.4,76.2,132.9,103,69,21.02,68.66,6.26,7.63,5.46,6.63,8.49,92.03,92.37,93.31,90.41,90.33,1.7,0,1.23,2.96,1.18,0.89,0,0.85,1.08,1.23
2011,5004,Abriaquí,5,Antioquia,3758,Antioquia (ETC),483,88.61,88.6,66.7,93.2,79.3,35.3,103.5,82.1,107.4,116.6,78.8,19.15,75,0.81,,0.49,0.52,2.99,91.9,100,98.04,84.82,89.55,7.29,0,1.47,14.66,7.46,1.69,3.13,1.47,2.22,0
2011,5021,Alejandría,5,Antioquia,3758,Antioquia (ETC),702,118.52,118.5,82.7,127.6,90.2,48.5,134.9,86.5,159.8,140.8,94,32.14,81.25,4.03,,,8.46,8.04,92.39,100,97.84,87.15,83.93,3.58,0,2.16,4.39,8.04,0.6,0,0.96,0,0
2011,5030,Amagá,5,Antioquia,3758,Antioquia (ETC),6631,78.65,78.7,55.3,76.3,70.7,38.9,87.7,74.3,89.8,96.3,73.2,25.05,83.33,4.16,2.39,3.23,6.12,3.21,86.86,97.37,90.04,79.42,89.34,8.99,0.24,6.73,14.46,7.45,0.42,0,0.24,0.91,0
2011,5031,Amalfi,5,Antioquia,3758,Antioquia (ETC),5552,97.71,97.7,61.7,107.2,65.1,27.3,108.4,77.9,146.8,97.3,53.9,20.01,53.45,8.75,5.83,8.59,9.49,9.74,91.25,94.17,91.41,90.51,90.26,0,0,0,0,0,,0.83,,9.93,4.47
2011,5034,Andes,5,Antioquia,3758,Antioquia (ETC),10244,84.45,84.5,65.1,83.7,62,32.2,91.7,81.1,107.5,89.9,61.4,24.43,93.44,3.96,3.06,4.3,4.36,1.68,95.46,96.94,95.12,95.61,95.63,0.58,0,0.58,0.04,2.69,5.41,0.73,5.53,6.9,4.11
2011,5036,Angelópolis,5,Antioquia,3758,Antioquia (ETC),1707,78.85,78.9,56.2,82.4,59.9,26.4,82.8,77.4,105,80.4,40.1,19.57,100,8.14,6.6,6.1,13.17,2.44,86.27,93.4,90.29,77.32,90.24,5.59,0,3.61,9.5,7.32,0.71,0,0.7,1.08,0
2011,5038,Angostura,5,Antioquia,3758,Antioquia (ETC),3344,81.7,81.7,58.5,92.6,49.6,20.3,90.8,72.1,122.2,78.8,50.1,20.29,86.49,5.32,6.45,4.79,5.22,8.64,91.85,93.55,91.49,92.85,89.09,2.83,0,3.73,1.93,2.27,3.92,0,5.16,1.92,2.96
2011,5040,Anorí,5,Antioquia,3758,Antioquia (ETC),3983,92.09,92.1,82.9,110.4,51.1,18.1,100.7,85.7,145.6,79.3,44.8,20.09,63.93,6.26,4.63,8.33,2.49,3.81,92.16,95.37,89.53,96.52,95.76,1.58,0,2.14,1,0.42,0.48,0,0.69,0,0
2011,5042,Santafé de Antioquia,5,Antioquia,3758,Antioquia (ETC),5963,84.59,84.6,50.5,84.3,62.4,31.7,97.8,72.6,112.3,101.6,68.6,23.04,90.91,4.75,3.31,4.12,6.44,4.37,89.91,96.69,89.74,88.09,91.5,5.34,0,6.14,5.47,4.13,3.25,0,2.36,6.09,1.94
2011,5044,Anza,5,Antioquia,3758,Antioquia (ETC),1873,86.07,86.1,60.9,96.7,49.3,21.7,93.2,89.7,130.3,73.9,39.8,16.3,88.89,2.19,1.43,0.49,5.92,4.63,88.02,98.57,86.02,88.39,91.67,9.79,0,,5.69,3.7,0,0,0,0,0
2011,5045,Apartadó,5,Antioquia,7692,Apartado,45592,66.51,66.5,53.2,68.9,48.3,24.7,78.7,66.2,87,81.6,57.5,26.21,65.91,4.81,2.46,4.21,6.03,5.87,94.13,97.54,95.31,91.99,92.06,1.06,0,0.47,1.98,2.07,1.86,0.06,1.81,2.67,0.95
2011,5051,Arboletes,5,Antioquia,3758,Antioquia (ETC),10673,84.85,84.9,71.1,86,55.9,26.7,103.8,87.6,116.3,107,72.7,26.36,47.22,3.18,6.96,2.9,2.95,2.29,93.6,93.04,94,93.31,92.79,3.23,0,3.1,3.74,4.91,2.25,0.66,2.41,2.85,0.73
2011,5055,Argelia,5,Antioquia,3758,Antioquia (ETC),2460,88.58,88.6,66.7,85.2,66.4,23.9,103.7,73.5,118.5,110.8,61.8,31.07,82.98,5.06,6.21,5.4,5.28,1.05,94.9,93.79,94.6,94.72,98.42,0.04,0,0,0,0.53,,0,,2.3,1.27
2011,5059,Armenia,5,Antioquia,3758,Antioquia (ETC),1097,87.97,88,67.4,81.2,72.7,29.8,98.8,83.2,108.3,109.5,63.4,17.79,100,5.19,5.41,6.5,4.12,2.11,89.01,94.59,86.38,93.24,83.16,5.79,0,7.11,2.65,14.74,4.21,0,4.3,6.18,0
2011,5079,Barbosa,5,Antioquia,3758,Antioquia (ETC),10933,82.05,82.1,57.9,79.5,71.8,42.2,88.1,75,96,92.6,66.7,29.49,84,3.01,2.13,2.6,3.53,3.56,87.55,97.87,89.85,84,83.43,9.44,0,7.55,12.47,13.01,1.02,0,0.54,2.07,0.57
2011,5086,Belmira,5,Antioquia,3758,Antioquia (ETC),1700,97.76,97.8,96.5,112.5,61.6,41,101.4,107.1,135.6,80.5,59,26.95,100,6.9,9.27,7.36,6.24,4.09,92,90.73,90.72,93.76,95.32,1.1,0,1.92,0,0.58,,0.66,,,5.85
2011,5088,Bello,5,Antioquia,3760,Bello,91582,82.53,82.4,62.2,79.1,71.6,45.2,93.3,73.5,94.6,103.8,79.3,28.52,87.5,2.76,2.25,2.3,3.55,2.45,96.98,97.75,97.58,96.34,96.2,0.26,0,0.12,0.11,1.35,3.12,0.41,2.39,5.03,1.63
2011,5091,Betania,5,Antioquia,3758,Antioquia (ETC),2345,89.85,89.9,58.6,96.4,59,17.4,98.8,73.2,129.7,95.2,41.4,30.56,96.3,2.65,,3.17,2.76,,97.35,100,96.83,97.24,100,0,0,0,0,0,0.48,0,0.72,0.17,0
2011,5093,Betulia,5,Antioquia,3758,Antioquia (ETC),4260,95.45,95.5,78.6,103,64.4,21.7,105.2,87.5,133.2,100.2,52.5,26.89,87.8,5,2.86,6.15,4.1,1.05,84.05,96.51,82.74,82.09,89.2,10.95,0.63,11.11,13.81,9.76,0.08,0,0.12,0,0
2011,5101,Ciudad Bolívar,5,Antioquia,3758,Antioquia (ETC),6651,88.24,88.2,70,94.5,64.3,32.5,94,81.6,117.5,88,53.6,20.75,97.06,5.97,6.68,5.2,7.8,3.87,93.87,93.32,94.77,92.2,94.5,0.15,0,0.03,0,1.63,4.13,0,5.24,3.54,2.77
2011,5107,Briceño,5,Antioquia,3758,Antioquia (ETC),2256,94.1,94.1,74.5,99.6,49.1,12.3,106.9,118.6,143.2,100.4,28.6,16.28,83.33,9.79,,10.59,7.28,2.63,89.71,82.96,88.51,92.72,97.37,0.5,0,0.9,0,0,0.91,0,1.28,0.67,0
2011,5113,Buriticá,5,Antioquia,3758,Antioquia (ETC),1686,98.81,98.8,70,105.8,56.7,20.6,107.9,99.3,147.1,93,42.3,21.03,62.07,4.58,0.72,2.8,9.75,1.74,88.74,99.28,91.3,80.5,90.43,6.68,0,5.9,9.75,7.83,2.31,0,2.71,2.63,0
2011,5120,Cáceres,5,Antioquia,3758,Antioquia (ETC),9919,84.97,85,73,91.1,52,14.1,91.1,86.1,123,78.6,27.1,26.59,48.89,2.34,2.33,2.2,2.61,2.48,97.64,97.67,97.8,97.39,97.03,0.02,0,0,0,0.5,1.24,0,1.03,2.31,0
2011,5125,Caicedo,5,Antioquia,3758,Antioquia (ETC),2303,77.25,77.3,62.8,94.8,38.8,13.7,83.6,71.1,125.7,62,33.4,18.17,100,6.43,5.47,7.04,6.09,,81.34,94.53,76.46,87.59,100,12.23,0,,6.32,0,1.12,0,1.57,0,0
2011,5129,Caldas,5,Antioquia,3758,Antioquia (ETC),14566,88,87.9,72.2,82.6,84,53.5,96.4,79.6,96.7,108.7,80.8,28.05,65.52,3.21,2.54,2.49,4.49,2.18,87.96,97.19,90.18,83.01,90.52,8.83,0.27,7.33,12.51,7.3,2.93,0.13,2.05,4.53,2.52
2011,5134,Campamento,5,Antioquia,3758,Antioquia (ETC),2288,97.9,97.9,46.8,117.8,41.1,15.5,102.8,73.9,178.7,58,27.2,19.59,86.67,4.18,,2.9,10.74,1.87,94.54,100,96.19,86.58,95.33,1.28,0,0.91,2.68,2.8,0.37,0,0.18,1.82,0
2011,5138,Cañasgordas,5,Antioquia,3758,Antioquia (ETC),4520,82.81,82.8,62.6,80.4,65.8,30.5,92.8,72.3,108.1,97.9,56.9,20.85,48.48,2.6,1.92,2.24,2.38,5.6,96.28,98.08,96.05,96.98,93.64,1.11,0,1.71,0.63,0.76,1.72,0,1.71,2.49,0.29
2011,5142,Caracolí,5,Antioquia,3758,Antioquia (ETC),1134,84.04,84,59.3,83.9,59.1,39.8,97.8,74.7,108.6,98.5,82.1,22.1,87.5,1.1,2.94,1.02,1.36,,98.81,97.06,98.78,98.64,100,0.09,0,0.2,0,0,2.01,0,1.63,4.27,0
2011,5145,Caramanta,5,Antioquia,3758,Antioquia (ETC),1156,86.07,86.1,67,90.4,65.8,44.6,96.4,80.6,109.8,95.2,72,18.2,95.24,4.53,6.02,3.72,6.02,2.99,95.47,93.98,96.28,93.98,97.01,0,0,0,0,0,4.85,0,2.79,10.62,3.39
2011,5147,Carepa,5,Antioquia,3758,Antioquia (ETC),14165,84.38,84.4,68.1,89.5,61.5,22.5,97.5,90.8,123,91.7,48.1,28.86,65.79,2.32,1.69,1.69,3.45,2.93,95.25,98.21,96.27,93.68,90.59,2.43,0.1,2.04,2.87,6.48,0.52,0.1,0.74,0.3,0.25
2011,5148,El Carmen de Viboral,5,Antioquia,3758,Antioquia (ETC),11115,84.17,84.1,73.7,80.2,77.6,49.8,89.6,82.2,91.1,98.6,72.8,26.2,70.27,2.12,2.77,2.35,2.02,1.36,94.44,96.8,94.72,93.24,95.4,3.44,0.44,2.93,4.74,3.25,3.31,0.15,2.74,4.77,3.48
2011,5150,Carolina,5,Antioquia,3758,Antioquia (ETC),762,125.72,125.7,55.4,132.6,90.7,51.5,143,90.8,173.1,141.1,96.2,21.5,83.33,5.63,6.78,1.4,10.24,,94.18,93.22,98.6,89.76,83.02,0.19,0,0,0,1.89,0,0,0,0,0
2011,5154,Caucasia,5,Antioquia,3758,Antioquia (ETC),27194,77.64,77.6,63.6,82.5,54.5,29.3,92.5,78.6,113.5,84,65.6,27.21,67.61,3.77,3.21,3.07,4.19,6.61,93.35,96.79,95,92.71,83.99,2.88,0,1.93,3.1,9.4,0.51,0,0.46,0.72,0.54
2011,5172,Chigorodó,5,Antioquia,3758,Antioquia (ETC),19388,93.12,93.1,78.8,97.4,64.2,29,107.4,95.7,128.5,102.7,69.2,31.93,59.18,4,4.75,3.66,4.65,2.93,89.38,95.02,90.01,87.46,87.39,6.62,0.23,6.33,7.88,9.69,1.53,0,1.69,2.01,0.43
2011,5190,Cisneros,5,Antioquia,3758,Antioquia (ETC),2025,102.52,102.5,61.8,99.4,93,48.3,118,83,124.1,129.9,97.2,29.27,84.62,1.76,0.73,0.31,3.59,2.07,97.97,99.27,99.69,96.41,95.86,0.27,0,0,0,2.07,2.94,0.73,3.16,3.67,1.33
2011,5197,Cocorná,5,Antioquia,3758,Antioquia (ETC),3356,100.51,100.5,78.6,102,81.5,35.3,109.2,92,128.6,115,63,28.65,73.61,4.98,5.81,5.88,4.44,1.98,87.94,93.36,85.86,88.51,92.37,7.08,0.83,8.27,7.05,5.65,1.63,0,1.92,1.82,0.4
2011,5206,Concepción,5,Antioquia,3758,Antioquia (ETC),752,111.84,111.8,61,107.5,95.3,44.8,128.5,88.1,141.5,142.2,93.7,25.58,90.91,5.18,7.69,5.29,4.4,5.97,94.82,92.31,94.71,95.6,94.03,0,0,0,0,0,2.39,0,1.23,8.04,1.69
2011,5209,Concordia,5,Antioquia,3758,Antioquia (ETC),5274,81.55,81.6,56.6,85.1,58.4,18.4,87.9,66.2,111.2,86.9,39.7,24,95.35,6.19,8.08,8.29,2.79,2,92.15,91.92,89.54,96.77,93.33,1.67,0,2.17,0.44,4.67,1.41,0,1.97,0.58,0
2011,5212,Copacabana,5,Antioquia,3758,Antioquia (ETC),13271,100.6,100.6,74.7,98.4,91.2,55.9,110.8,94.6,113.8,120.9,92,26.12,79.31,3.05,3.88,2.38,3.52,3.27,83.82,95.98,90.58,80.11,69.2,13.13,0.13,7.04,16.38,,2.93,0,1.84,4.87,1.92
2011,5234,Dabeiba,5,Antioquia,3758,Antioquia (ETC),6604,84.63,84.6,71.1,89.6,42.5,17.8,98.1,96.6,133.5,77.8,48.5,18.76,61.63,6.28,4.08,7.06,6.24,1.24,93.72,95.92,92.94,93.76,98.76,0,0,0,0,0,1.51,0,1.97,1.09,0.37
2011,5237,Don Matías,5,Antioquia,3758,Antioquia (ETC),4978,86.1,86.1,71.1,86,76.5,36,92.8,82,101.1,101.3,61.9,31.4,100,1.12,2.27,0.58,1.96,,98.54,97.73,99.42,98.04,96.97,0.34,0,0,0,3.03,0.2,0,0.37,0.07,0
2011,5240,Ebéjico,5,Antioquia,3758,Antioquia (ETC),2915,88.23,88.2,76.9,85.2,67.1,31.8,97.9,93.2,111.6,101,63.2,19.17,78.13,7.01,4.59,5.76,9.67,6.12,89.54,95.41,91.71,86.04,86.39,3.45,0,2.53,4.29,7.48,2.08,0,1.61,3.38,1.79
2011,5250,El Bagre,5,Antioquia,3758,Antioquia (ETC),12985,106.24,106.2,90.4,114,60.7,24.1,123.6,114.5,171.9,97,56.6,24.68,54.17,5.66,5.25,4.8,6.82,8.97,94.32,94.75,95.2,93.18,90.63,0.03,0,0,0,0.4,0.46,0.33,0.57,0.32,0.21
2011,5264,Entrerrios,5,Antioquia,3758,Antioquia (ETC),2129,102.21,102.2,87.4,98.6,90.4,47.7,111.1,102.8,114.6,126.8,77.1,23.4,100,3.37,5.78,3.44,3.11,1.93,91.58,94.22,91.15,90.93,93.72,5.05,0,5.42,5.95,4.35,6.85,0,3.44,,5.85
2011,5266,Envigado,5,Antioquia,3761,Envigado,38999,76.54,75.2,46.6,66.3,70.7,54.4,86.9,69.4,75.2,97.6,99.4,25.7,92.86,3.82,3.86,2.65,4.38,5.35,96.14,96.14,97.34,95.6,94.51,0.03,0,0.01,0.01,0.14,1.43,0,0.43,2.6,1.56
2011,5282,Fredonia,5,Antioquia,3758,Antioquia (ETC),4857,86.76,86.8,43.7,81.6,76,40.2,98.1,69.5,103.6,104.3,86.8,22.8,91.43,2.46,2.26,2.51,2.43,2.48,94.03,97.74,95.56,90.72,96.45,3.51,0,1.92,6.86,1.06,3.15,0,3.08,4.16,2
2011,5284,Frontino,5,Antioquia,3758,Antioquia (ETC),4822,123.87,123.9,72.8,122.3,74.4,41.5,141.5,105.1,191.4,111.5,96.6,23.27,64.29,5.32,2.68,2.25,10.88,8.35,91.14,95.37,93.18,86.83,89.29,3.54,1.95,4.58,2.29,2.36,0.96,0,0.7,1.84,0.66
2011,5306,Giraldo,5,Antioquia,3758,Antioquia (ETC),1025,101.46,101.5,68.8,108.8,82.9,48.4,109.9,92.5,130.1,105.8,82.3,26,93.33,3.91,5.41,1.75,7.03,2.61,94.58,94.59,96.89,90.36,97.39,1.51,0,1.36,2.6,0,0.8,0,0.58,1.04,1.31
2011,5308,Girardota,5,Antioquia,3758,Antioquia (ETC),10974,81.1,81,54,76.2,75.7,49.6,86.2,67.2,88.4,95.2,72.8,24.38,87.1,3.16,5.1,2.54,3.79,2.45,88.95,94.9,91.18,85.1,90.13,7.89,0,6.28,11.11,7.43,5.25,0,3.77,8.48,3.81
2011,5310,Gómez Plata,5,Antioquia,3758,Antioquia (ETC),2650,74.94,74.9,56.7,65.6,66.4,32.4,86,68.4,81.2,102,74,26.37,73.91,2.24,6.12,1.59,2.77,0.71,97.57,93.88,98.41,97.23,97.88,0.19,0,0,0,1.41,6.55,0,3.54,,
2011,5313,Granada,5,Antioquia,3758,Antioquia (ETC),2185,98.4,98.4,69.1,92.8,85.6,33.5,108,82.3,118.8,125.2,61,17.17,73.91,5.59,4.86,2.78,8.13,9.01,94.36,95.14,97.22,91.87,90.56,0.04,0,0,0,0.43,0.14,0,0,0.25,0.47
2011,5315,Guadalupe,5,Antioquia,3758,Antioquia (ETC),1276,105.64,105.6,58.3,100.4,76.5,30.1,117.2,92.6,144.5,118.2,58.9,17.1,89.47,6.02,1,4.13,8.97,10.85,93.92,99,95.87,91.03,88.37,0.07,0,0,0,0.78,2.45,0,2.5,3.82,0
2011,5318,Guarne,5,Antioquia,3758,Antioquia (ETC),10367,71.44,71.4,54.5,67.6,67.4,39.3,76,60.8,77.7,84.8,62.2,26.05,96.77,2.21,2.85,1.59,2.45,3.24,96.59,97.15,98.17,96.34,91.91,1.21,0,0.24,1.21,4.85,1.94,0,0.91,3.41,2.4
2011,5321,Guatape,5,Antioquia,3758,Antioquia (ETC),1179,114.08,114.1,97.9,103.4,100.3,87,128.1,101.1,117.3,139.8,142.5,26.18,100,1.38,1.04,1.47,1.02,2.07,89.58,98.96,89.01,91.19,83.88,9.04,0,9.52,7.79,14.05,0.9,0,1.47,0.88,0
2011,5347,Heliconia,5,Antioquia,3758,Antioquia (ETC),1485,89.02,89,50.8,82.5,72.3,30.6,98.7,81.5,110.9,103.4,67.5,18.73,100,1.78,,1.71,2.44,1.18,97.68,100,98.29,97.56,94.12,0.55,0,0,0,4.71,0.08,0,0.15,0,0
2011,5353,Hispania,5,Antioquia,3758,Antioquia (ETC),1049,112.3,112.3,106.9,110.1,77.2,35.9,134.2,137.9,148.2,141.8,85.1,27.32,100,3.4,1.67,3.46,3.85,3.7,93.38,98.33,96.54,90.24,76.54,3.22,0,0,5.92,,2.95,0,3.63,3.55,0
2011,5360,Itagüí,5,Antioquia,3762,Itagüí,52114,75.43,75.1,58.8,71.5,68.1,47.3,83.4,68.4,81.5,92.4,77,27.11,100,1.98,1.52,1.48,2.7,1.83,96.97,98.44,98.12,95.76,96.05,1.05,0.04,0.4,1.55,2.12,1.21,0.04,0.89,2.03,0.58
2011,5361,Ituango,5,Antioquia,3758,Antioquia (ETC),6721,102.5,102.5,60.8,114.3,56.5,20.3,114.5,73.6,161.9,96.4,50.2,20.26,58.04,7,2.86,5.86,10.31,8.33,86.54,96.43,84.63,87.86,91.03,6.46,0.71,9.51,1.83,0.64,0.8,0,0.66,1.55,0.28
2011,5364,Jardín,5,Antioquia,3758,Antioquia (ETC),3259,90.86,90.9,75.4,85.4,69,42.5,96.7,88.3,110.7,95.4,65.9,28.85,100,2.17,2.42,2.22,2.16,1.83,86.34,97.58,86,87.27,76.76,11.49,0,11.78,10.57,,5.63,1.61,6.84,6.3,0.94
2011,5368,Jericó,5,Antioquia,3758,Antioquia (ETC),2761,98.59,98.6,58.6,91.2,84.1,54.4,114.9,73.2,121.5,118,112.6,22.63,75.86,5.52,5.59,4.98,6.7,4.26,93.85,94.41,93.93,93.3,94.83,0.63,0,1.09,0,0.91,1.73,0,0.86,3.4,1.22
2011,5376,La Ceja,5,Antioquia,3758,Antioquia (ETC),11242,93.7,93.5,76.9,93,83.1,47.2,100.8,90.4,107.6,107,78.2,28.87,100,1.25,2.47,0.96,1.34,1.48,92.16,97.53,95.24,87.65,89.65,6.59,0,3.8,11.01,8.87,2.3,1.6,2.31,2.75,1.32
2011,5380,La Estrella,5,Antioquia,3758,Antioquia (ETC),12422,102.38,101.6,68.6,102.5,92.8,52.8,109.3,92.5,117.6,115.2,86.1,26.04,100,4.02,2.78,4.07,4.8,2.29,91.13,97.22,91.02,89.91,91.88,4.85,0,4.91,5.3,5.84,0.33,0,0.2,0.58,0.23
2011,5390,La Pintada,5,Antioquia,3758,Antioquia (ETC),1565,115.85,115.9,72.7,115.2,97.3,48.2,127.7,79.7,147.8,137.2,85.5,32.85,80,0.7,0.98,0.65,0.95,,88.45,99.02,89.08,84.65,91.94,10.86,0,10.27,14.4,8.06,0.65,0,1.32,0,0
2011,5400,La Unión,5,Antioquia,3758,Antioquia (ETC),4388,95.92,95.9,87.5,94.2,83.9,51.7,101.2,90.5,108.8,107.4,74.8,25.48,92.31,4.05,5.73,4.35,3.93,2.25,88.34,94.27,84.79,89.67,94.68,7.62,0,10.85,6.4,3.07,1.44,0,1.56,2.04,0.24
2011,5411,Liborina,5,Antioquia,3758,Antioquia (ETC),2208,100.36,100.4,90.4,113.3,63.9,33.9,114.2,118.6,147.5,106.4,66.1,26.09,91.18,4.42,1.08,3.02,7.94,1.66,95.53,98.92,96.98,92.06,97.79,0.04,0,0,0,0.55,0.91,0.54,1.38,0.51,0
2011,5425,Maceo,5,Antioquia,3758,Antioquia (ETC),1558,126.83,126.8,85,132,91.1,43.7,141.1,96.9,169.3,146.4,85.1,23.02,56.52,3.28,1.63,2.79,2.63,9.47,92.76,98.37,94.23,91.09,86.84,3.96,0,2.98,6.28,3.68,2.14,0,3.3,1.31,0
2011,5440,Marinilla,5,Antioquia,3758,Antioquia (ETC),12317,90.29,90.3,72,84.9,85.9,55.3,96.5,76.8,95.7,106.4,90.1,25.55,97.5,2.66,1.69,1.82,3.55,3.54,91.66,98.31,93,90.23,88.02,5.67,0,5.18,6.22,8.45,1.71,0,1.66,2.63,0.45
2011,5467,Montebello,5,Antioquia,3758,Antioquia (ETC),1534,92.31,92.3,66.7,95.9,67.9,36.2,100.7,77.8,121.6,96.6,69.1,21.4,95.83,3.31,6.12,1.93,4.26,5.45,96.69,93.88,98.07,95.74,94.55,0,0,0,0,0,0,0,0,0,0
2011,5475,Murindó,5,Antioquia,3758,Antioquia (ETC),1036,95.95,96,65.9,114.5,26.2,7.6,105.5,81.7,193.8,46.6,25,21.47,10,,10.45,,16.06,,70.44,89.55,65.4,83.94,97.3,0.09,0,0,0,2.7,0,0,0,0,0
2011,5480,Mutatá,5,Antioquia,3758,Antioquia (ETC),5026,84.04,84,68.8,94.9,43.4,16.7,92.3,82.2,135,70.9,36.6,23.92,47.22,2.95,2.67,2.64,4.05,2.23,94.26,97.33,95.31,89.93,96.43,2.79,0,2.05,6.02,1.34,0.64,0,0.69,0.69,0.89
2011,5483,Nariño,5,Antioquia,3758,Antioquia (ETC),4178,63,63,48.6,68.1,36.6,11.1,68.2,63.4,95.6,56.1,26,22.47,55.1,6.16,9.17,6.43,5.07,4.65,89.14,90.83,89.51,87.52,90.7,4.7,0,4.06,7.41,4.65,0,0,0,0,0
2011,5490,Necoclí,5,Antioquia,3758,Antioquia (ETC),16152,97.13,97.1,80.4,107.7,58.8,21.9,115.8,104.7,147.4,107.6,57.9,19.35,40.83,6.02,5.17,4.81,8.14,7.82,89.07,94.59,90.02,85.97,88.07,4.91,0.24,5.17,5.89,4.1,0.71,0,0.71,0.9,0.7
2011,5495,Nechí,5,Antioquia,3758,Antioquia (ETC),6433,96.3,96.3,97.7,109.9,44.6,19.4,102.3,121.1,151.2,68.7,42.5,27.19,28.85,2.78,2.06,3.19,1.59,4.05,94.38,97.94,92.24,98.41,95.48,2.84,0,4.57,0,0.48,2.58,0,1.82,6.51,0
2011,5501,Olaya,5,Antioquia,3758,Antioquia (ETC),786,80.41,80.4,63.5,73.3,59.7,41.9,88.4,85.7,99.4,81.7,75.8,15.37,60,1.87,,2.78,0.9,2.13,98.27,100,97.53,99.1,97.87,0,0,0,0,0,5.32,0,,2.53,0
2011,5541,Peñol,5,Antioquia,3758,Antioquia (ETC),3928,93.23,93.2,75.5,90.1,77.7,56.5,101.6,81.1,106.1,107.5,89,22.51,95.83,4.46,5.04,5.9,3.48,1.94,84.7,94.96,87.95,80.14,80.39,10.84,0,6.14,16.38,,0.45,0,0.85,0,0
2011,5543,Peque,5,Antioquia,3758,Antioquia (ETC),2593,82.76,82.8,30.1,88.4,46.2,12.7,95.3,41.2,130.4,87,50.1,33.3,90,5.71,,3.97,8.37,12.9,94.25,100,96.03,91.63,86.45,0.04,0,0,0,0.65,0.14,0,0.22,0,0
2011,5576,Pueblorrico,5,Antioquia,3758,Antioquia (ETC),1842,94.46,94.5,72.7,92.3,72.8,26.4,105.9,87,118.5,116.3,63.7,28.37,87.5,2.72,4.48,2.72,2.76,1.14,92.07,94.78,89.87,93.55,96,5.22,0.75,7.41,3.69,2.86,5.82,0,7.3,5.87,1.44
2011,5579,Puerto Berrío,5,Antioquia,3758,Antioquia (ETC),10157,87.79,87.8,60.3,93,66.9,38.3,98.3,70.3,115.2,99.1,70.7,25.27,88.24,5.21,7.37,5.46,5.29,2.75,93.85,92.63,93.09,94.28,96.83,0.94,0,1.45,0.43,0.42,1.23,0,1.58,1.18,0.34
2011,5585,Puerto Nare,5,Antioquia,3758,Antioquia (ETC),4334,79.35,79.4,64.5,80.6,58.3,29.1,90.3,79.8,103.7,89,65.9,22.45,82.14,8.21,9.96,4.61,13.33,8.14,91.63,90.04,95.39,86.67,90.12,0.17,0,0,0,1.74,2.45,0.36,2.62,3.25,0.58
2011,5591,Puerto Triunfo,5,Antioquia,3758,Antioquia (ETC),4605,87.97,88,83.5,91.1,61.7,28.7,99.2,100.5,120.2,93.3,59.9,21.07,81.82,3.06,2.12,3.56,2.95,1.21,92.23,97.35,92.02,90.98,92.42,4.71,0.53,4.43,6.07,6.36,0.9,0,0.81,1.56,0
2011,5604,Remedios,5,Antioquia,3758,Antioquia (ETC),6745,109.25,109.3,68.4,125,61.3,26.8,118.3,79.6,176.8,87.3,58.2,31.38,57.78,0.68,1.17,0.49,0.75,1.6,99.32,98.83,99.51,99.25,98.4,0,0,0,0,0,1.94,0.23,0.82,5.41,0
2011,5607,Retiro,5,Antioquia,3758,Antioquia (ETC),3972,101.86,101.8,56.9,98.2,91.6,59.4,108,73.8,114.7,119.3,86.9,27.83,88.89,1.41,2.68,1.59,1.04,1.04,98,97.32,98.27,98.3,96.63,0.59,0,0.14,0.66,2.33,2.89,0,3.08,3.58,1.98
2011,5615,Rionegro,5,Antioquia,7609,Rionegro,24289,92.36,92.2,68.2,84.9,86.9,62,105,78.2,96.3,118.3,112.9,26.3,27.27,3.33,2.35,2.03,4.97,3.41,88.4,97.39,93.24,82.69,84.69,8.26,0.25,4.73,12.34,11.91,5.29,1.26,4,7.65,4.83
