AÑO,CÓDIGO_MUNICIPIO,MUNICIPIO,CÓDIGO_DEPARTAMENTO,DEPARTAMENTO,CÓDIGO_ETC,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2013,25799,Tenjo,25,Cundinamarca,3785,Cundinamarca (ETC),4509,,,101.9,132.3,,85.6,153.8,145.7,149.9,169.5,134.8,19.23,70.59,2.77,1.55,2.23,3.72,2.6,94.21,96.51,95.89,91.96,93.49,3.02,1.94,1.87,4.31,3.91,0.59,0,0.36,1.02,0.52
2013,25805,Tibacuy,25,Cundinamarca,3785,Cundinamarca (ETC),1178,90.92,90.9,54.7,84.3,74.6,42.9,113.8,82.1,115.5,123.1,105.8,10.22,36.84,1.65,1.28,1.17,2.61,0.87,98.26,98.72,98.83,97.39,98.26,0.09,0,0,0,0.87,0.09,0,0,0.26,0
2013,25807,Tibirita,25,Cundinamarca,3785,Cundinamarca (ETC),709,68.69,68.7,55,62.5,68,43.4,76.7,58.3,80.2,82.9,65.6,8.57,41.67,0.39,2.86,0.48,,,99.61,97.14,99.52,100,100,0,0,0,0,0,0.78,0,0,2.06,0
2013,25815,Tocaima,25,Cundinamarca,3785,Cundinamarca (ETC),3622,72.03,72,42,65.1,68.1,32.8,84,69.2,89.8,93,58.9,23.45,35.48,4.85,8.38,2.16,7.14,5.16,95.15,91.62,97.84,92.86,94.84,0,0,0,0,0,2.42,0,1.38,4.4,1.29
2013,25817,Tocancipá,25,Cundinamarca,3785,Cundinamarca (ETC),7773,96.09,96.1,69.5,90.5,84.6,43.8,108.2,87.2,106.2,125.4,89.1,,72.73,1.85,1.2,1.03,2.73,2.56,98.1,98.8,98.97,97.27,97.01,0.05,0,0,0,0.43,2.77,0,1.69,5.29,0
2014,15114,Busbanzá,15,Boyacá,3769,Boyacá (ETC),222,30.18,93.06,83.33,93.75,61.76,,32.43,30,35.16,45.33,,8.25,50,1.39,,,2.94,,84.72,100,90.63,76.47,,13.89,0,9.38,20.59,0,5.56,0,0,,0
2013,25823,Topaipí,25,Cundinamarca,3785,Cundinamarca (ETC),1022,77.59,77.6,53.8,64.9,72.1,36.2,97.1,69.9,102.1,109,77.4,21.43,17.39,1.15,,1.08,0.97,2.42,98.85,100,98.92,99.03,97.58,0,0,0,0,0,0.69,1.54,0.27,1.29,0
2013,25839,Ubalá,25,Cundinamarca,3785,Cundinamarca (ETC),2616,75.42,75.4,47,72,66,35.8,84.2,72.8,93.6,89.2,59.1,8.17,3.77,2.54,4.14,2.28,2.47,2.61,97.46,95.86,97.72,97.53,97.39,0,0,0,0,0,2.3,0,1.66,3.98,1.49
2013,25841,Ubaque,25,Cundinamarca,3785,Cundinamarca (ETC),1266,97.63,97.6,69.4,94.7,94.5,47.9,108.3,88.9,123.6,112.4,71.6,9.99,9.09,1.94,3.13,1.57,2.55,0.66,98.06,96.88,98.43,97.45,99.34,0,0,0,0,0,2.33,2.08,0.17,4.89,2.65
2013,25843,Villa de San Diego de Ubate,25,Cundinamarca,3785,Cundinamarca (ETC),8857,102.46,102.4,88,98.1,92.1,57.6,114.1,111.1,110.9,122.2,107.3,36.72,55.56,2.23,1.72,1.41,3.24,2.29,97.74,98.28,98.59,96.76,97.5,0.03,0,0,0,0.21,6.85,0.51,4.2,,
2013,25845,Une,25,Cundinamarca,3785,Cundinamarca (ETC),1884,73.62,73.6,54.6,71,72.4,37.9,77.6,69.5,80.1,87,56.4,,35.71,0.89,0.93,0.95,1.09,,99.11,99.07,99.05,98.91,100,0,0,0,0,0,3.83,0.93,3.5,5.83,0.56
2013,25851,Útica,25,Cundinamarca,3785,Cundinamarca (ETC),1034,68.47,68.5,36.8,61.3,67.3,38.3,84,82.8,81.9,97.1,63.4,33.71,35.71,1.23,,1.32,1.86,,98.77,100,98.68,98.14,100,0,0,0,0,0,0.14,0,0.33,0,0
2013,25862,Vergara,25,Cundinamarca,3785,Cundinamarca (ETC),1629,67.16,67.2,50.4,65.8,58.4,27,72,77,80.2,74.9,44.9,6.08,20,3.28,3.85,1.5,4.73,5.79,96.46,96.15,98.5,95.27,91.74,0.26,0,0,0,2.48,3.88,0.96,3.2,6.22,1.65
2013,25867,Vianí,25,Cundinamarca,3785,Cundinamarca (ETC),864,86.92,86.9,56.9,81.3,84.9,33.6,97.5,77.8,97.4,119.2,64.4,9.25,13.33,4.52,3.57,4.14,5.84,1.37,95.35,96.43,95.86,94.16,97.26,0.13,0,0,0,1.37,,1.79,,,5.48
2013,25871,Villagómez,25,Cundinamarca,3785,Cundinamarca (ETC),491,73.93,73.9,27.5,69.8,75.8,31,81.9,37.5,80.7,101.8,66.7,28,23.08,1.27,,1.84,0.63,1.79,98.73,100,98.16,99.38,98.21,0,0,0,0,0,0.25,0,0,0.63,0
2013,25873,Villapinzón,25,Cundinamarca,3785,Cundinamarca (ETC),4878,92.89,92.9,57,81.6,89.7,60.5,104,89.7,96.8,116.8,104.3,25.47,43.48,1.22,2.39,1.22,1.14,0.7,98.78,97.61,98.78,98.86,99.3,0,0,0,0,0,4.4,0,3.08,6.64,5.09
2013,25875,Villeta,25,Cundinamarca,3785,Cundinamarca (ETC),5297,101.25,101.2,70,92.5,91.7,51.7,113.6,114.9,111.9,126.9,91.2,26.42,41.18,2.57,3.4,2.12,2.82,2.79,97.43,96.6,97.88,97.18,97.21,0,0,0,0,0,0.47,0.26,0.81,0.28,0
2013,25878,Viotá,25,Cundinamarca,3785,Cundinamarca (ETC),2779,103.81,103.8,75.7,102.8,92.9,46.8,122,103.7,125,134.1,100.6,11.44,38,2.83,0.44,2.08,3.96,3.79,97.17,99.56,97.92,96.04,96.21,0,0,0,0,0,1.1,0.44,1.56,1.04,0
2013,25885,Yacopí,25,Cundinamarca,3785,Cundinamarca (ETC),3771,72,72,40.6,71.2,57.6,28,87.4,56.2,105,92.2,52,5.37,12.28,2.98,5.08,2.08,3.58,4.3,96.88,94.92,97.85,96.42,94.62,0.14,0,0.07,0,1.08,2.26,1.13,3.47,1.12,0.36
2013,25898,Zipacón,25,Cundinamarca,3785,Cundinamarca (ETC),1281,69.95,70,40.5,62.8,64.3,38.5,80.6,59.5,79,94,71.1,13.15,16.67,1.47,5.56,1.16,0.9,1.74,98.42,94.44,98.84,99.1,97.39,0.11,0,0,0,0.87,0.84,1.39,0.46,1.2,0.87
2013,25899,Zipaquirá,25,Cundinamarca,10930,Zipaquirá,25790,87.58,87.4,62.6,81.1,80.1,51.8,95.6,84.5,93,105.1,88.1,35.88,85.71,2.32,1.55,1.28,3.47,2.26,86.28,98.01,91.65,78.65,88.38,11.39,0.44,7.08,17.88,9.37,2.03,0.33,1.36,3.31,0.93
2013,27001,Quibdó,27,Chocó,4382,Quibdó,34170,92.06,92.1,74.3,89.6,70.9,33.5,104.7,107,113.6,105.4,77.2,35.72,48.41,3.6,0.5,4.13,4.08,2.15,88.83,99.1,89.12,84.75,91.33,7.58,0.4,6.75,11.17,6.52,0.03,0.03,0.01,0.05,0.03
2013,27006,Acandí,27,Chocó,3789,Chocó (ETC),2541,114.17,114.2,103.2,129.8,66.9,23.5,134.3,136.1,171.4,121,67.2,21.29,0,2.06,0.34,1.47,4.08,1.64,88.95,99.66,87.2,87,97.27,8.98,0,11.33,8.91,1.09,0,0,0,0,0
2013,27025,Alto Baudo,27,Chocó,3789,Chocó (ETC),11640,45.99,46,27.6,56.6,,1.8,57.6,65.6,99,30.2,15.2,9.35,0.95,4.76,2.95,3.88,10.88,3.65,93.66,97.05,94.33,87.3,96.35,1.58,0,1.79,1.81,0,0.19,0,0.21,0.24,0
2013,27050,Atrato,27,Chocó,3789,Chocó (ETC),2766,54.7,54.7,27.5,54.5,40.7,13.6,69.1,49.6,77.4,76.2,42,12.2,5.56,12.12,6.15,10.72,16.03,10.6,83.72,93.85,82.33,82.06,89.4,4.16,0,6.96,1.92,0,0.64,0,1.28,0,0
2013,27073,Bagadó,27,Chocó,3789,Chocó (ETC),2400,,,47.6,140.2,52.2,22.3,172,87.6,,124.5,82.7,13.46,4.44,8.81,5.58,7.99,12.67,7.48,88.16,94.42,89.37,81.86,91.12,3.02,0,2.64,5.47,1.4,0.03,0,0,0,0.47
2013,27075,Bahía Solano,27,Chocó,3789,Chocó (ETC),2636,109.18,109.2,73.1,101.8,76,32,137.9,139,146.5,144.3,99,21.23,0,3.31,0.87,3.15,4.82,2.01,84.94,99.13,83.94,80.71,87.95,11.74,0,12.91,14.47,10.04,0.16,0,0,0.42,0.4
2013,27077,Bajo Baudó,27,Chocó,3789,Chocó (ETC),5801,87.4,87.4,45,92.5,34.7,6.8,110.8,88.5,166.2,79.2,47.6,12.18,1.54,3.13,1.41,2.42,5.61,4.76,92.61,98.59,92.97,89.81,90.48,4.26,0,4.61,4.58,4.76,0.21,0,0.24,0.24,0
2013,27099,Bojaya,27,Chocó,3789,Chocó (ETC),2992,104.55,104.6,76,99.2,33.8,8,131.5,,179.8,82.9,49.7,10.67,4,3.95,1.67,3.67,7.29,2.86,88.7,98.14,86.94,85.93,94.29,7.35,0.19,9.39,6.78,2.86,0,0,0,0,0
2013,27135,El Cantón del San Pablo,27,Chocó,3789,Chocó (ETC),2063,59.86,59.9,31.3,60.4,34.3,16.7,72,54.7,90.9,60.8,49.2,14,0,2.41,0.91,3.44,0.91,0.83,91.76,99.09,87.58,97.26,98.33,5.84,0,8.98,1.83,0.83,0,0,0,0,0
2013,27150,Carmen del Darien,27,Chocó,3789,Chocó (ETC),1559,,,108.7,,46.4,9.1,,,,100.4,60.3,10.62,5.26,1.3,0.88,1.46,1.14,,92.18,99.12,91.08,91.43,88.24,6.51,0,7.46,7.43,11.76,0,0,0,0,0
2013,27160,Cértegui,27,Chocó,3789,Chocó (ETC),2444,41.94,41.9,30.2,43.1,28,12.9,48.1,60.3,58.8,41.4,30.8,18.86,11.11,4.88,3.51,1.9,9.09,9.68,84.49,96.49,86.9,75.07,89.25,10.64,0,11.21,15.84,1.08,0,0,0,0,0
2013,27205,Condoto,27,Chocó,3789,Chocó (ETC),4138,80.28,80.3,56.7,83.1,54.7,29.9,93.4,97,109.7,85.4,68.2,23.79,11.11,1.48,0.63,1.09,2.39,1.37,94.16,99.38,94.81,90.43,97.25,4.36,0,4.1,7.17,1.37,0,0,0,0,0
2013,27245,El Carmen de Atrato,27,Chocó,3789,Chocó (ETC),4035,48.65,48.7,28.4,42.3,30.9,20.4,62.3,54.6,69.9,61.3,45.8,12.64,5.56,8.07,5.19,7.63,10.46,6.54,84.94,94.81,84.92,80.07,89.25,6.98,0,7.46,9.48,4.21,0.68,1.42,0.6,0.65,0.47
2013,27250,El Litoral del San Juan,27,Chocó,3789,Chocó (ETC),5173,74.15,74.2,33.4,81.3,25.9,2.9,92.2,65,139.8,74.1,15.6,13.01,1.89,0.62,0.35,0.79,0.22,,92.1,99.65,90.51,94.29,97.5,7.28,0,8.7,5.49,2.5,1.01,4.51,0.84,0.54,0
2013,27361,Istmina,27,Chocó,3789,Chocó (ETC),6774,117.39,117.4,80.9,118.5,83.5,35.8,147.3,144.1,161.8,142,120,21.86,0,2.5,3.6,2.98,1.76,0.97,90.69,96.4,90.02,88.47,95.01,6.81,0,7,9.76,4.01,0,0,0,0,0
2013,27372,Juradó,27,Chocó,3789,Chocó (ETC),994,101.01,101,72.2,104,41.2,8.3,131.7,132,172,100,74.5,16.28,0,2.84,10.94,0.81,4.57,4.55,93.71,89.06,94.3,94.06,95.45,3.46,0,4.88,1.37,0,0,0,0,0,0
2013,27413,Lloró,27,Chocó,3789,Chocó (ETC),3288,74.18,74.2,47.1,73.6,27.6,12,89.6,98.1,119.8,63.2,46.3,11.35,6.52,6.3,5.19,4.84,11.83,4.93,86.87,94.81,87.19,80.29,91.55,6.84,0,7.97,7.89,3.52,0.04,0,0,0.18,0
2013,27425,Medio Atrato,27,Chocó,3789,Chocó (ETC),6848,,,24.8,31.4,,0.52,32.6,41.1,61.4,9.1,2.4,7.67,2.13,11.32,5.76,11.36,,11.76,79.75,93.83,77.61,78.32,82.35,8.93,0.41,11.03,1.4,5.88,0,0,0,0,0
2013,27430,Medio Baudó,27,Chocó,3789,Chocó (ETC),3933,71.65,71.7,41.1,85.4,19.7,3.7,92.4,74.7,131.6,70.7,28.1,9.2,1.89,0.2,1.06,0.09,,1.54,94.47,98.94,93.66,96.33,90.77,5.33,0,6.25,3.67,7.69,0.24,0,0.23,0.49,0
2013,27450,Medio San Juan,27,Chocó,3789,Chocó (ETC),4439,66.64,66.6,34,64,35.7,12.5,86.5,64.6,108,82.6,43.8,18.1,7.69,,8.19,,,3.88,77.87,91.81,78.81,67.45,95.63,4.9,0,7.22,2.56,0.49,0,0,0,0,0
2013,27491,Nóvita,27,Chocó,3789,Chocó (ETC),2346,80.26,80.3,60.5,90,34.8,12,95.7,87,134.7,73.7,30.7,22.43,5.41,6.76,5.67,7.45,5.84,2.41,84.62,94.33,83.83,79.58,97.59,8.62,0,8.72,14.59,0,0,0,0,0,0
2013,27495,Nuquí,27,Chocó,3789,Chocó (ETC),2514,75.89,75.9,46.9,74.6,34.7,13.4,89.3,92.6,116.6,68.7,45.8,16.15,0,0.32,0.89,0.3,0.19,,94.15,99.11,94.17,90.82,98.56,5.53,0,5.53,8.99,1.44,0.05,0,0.08,0,0
2013,27580,Río Iro,27,Chocó,3789,Chocó (ETC),2770,49.42,49.4,28.9,52.7,21.7,9.8,56.7,63.5,79.2,35.9,27.3,12.94,0,0.51,,0.81,,,93.71,100,92.59,92.43,98.04,5.78,0,6.6,7.57,1.96,0,0,0,0,0
2013,27600,Río Quito,27,Chocó,3789,Chocó (ETC),2493,77.66,77.7,64.9,77.3,38.3,16.6,112.6,94.1,121.7,116.6,88.9,14.74,5,7.44,7.56,6.18,10.82,4.52,83.27,92.44,80.55,82.39,92.46,9.29,0,13.26,6.79,3.02,0.04,0,0,0,0.5
2013,27615,Riosucio,27,Chocó,3789,Chocó (ETC),9171,91.53,91.5,70.8,106.7,41.3,15.3,110,124.9,155.7,78.1,48.2,12.63,4.35,7.38,5.42,6.32,9.91,,86.29,94.38,86.33,82.97,81.47,6.33,0.2,7.35,7.11,3.33,0.4,2.06,0.29,0.07,0
2013,27660,San José del Palmar,27,Chocó,3789,Chocó (ETC),1432,78.56,78.6,48.6,76.4,55,26,96.1,75.7,108.5,88.6,86,18.44,0,1.65,1.83,1.78,1.83,,91.67,98.17,89.78,91.13,99.01,6.68,0,8.44,7.03,0.99,2.11,0,2.77,2.14,0
2013,27745,Sipí,27,Chocó,3789,Chocó (ETC),1158,64.59,64.6,54.5,79.2,18.7,4.1,85.7,80.4,117.8,72.6,18.8,9.54,0,1.87,1.11,2.15,1.55,,89.29,97.78,86.36,93.8,100,8.84,1.11,11.49,4.65,0,0,0,0,0,0
2013,27787,Tadó,27,Chocó,3789,Chocó (ETC),5610,91.59,91.6,52.6,91.5,53.9,25,116.4,98.8,132.3,107.4,101,17.11,2.04,2.76,2.58,2.29,3.39,3.83,92.36,97.42,91.95,92.13,90.61,4.88,0,5.76,4.48,5.56,0.05,0,0.06,0.06,0
2013,27800,Unguía,27,Chocó,3789,Chocó (ETC),4219,74.33,74.3,59.7,86.9,41.5,15.1,95,107.3,114.4,87.2,51.6,16.36,6.06,8.15,7.56,6.17,13.67,6.35,82.59,92.44,81.84,78.54,87.83,9.26,0,11.99,7.79,5.82,0.35,0,0.56,0.12,0
2013,27810,Unión Panamericana,27,Chocó,3789,Chocó (ETC),2786,54.52,54.5,38.6,55.7,36,15.1,73.9,72.7,77.4,72.4,67.4,17.73,8.33,12.1,7.29,11.75,13.57,,81.16,92.71,79.14,78.99,84.66,6.74,0,9.11,7.44,0,0,0,0,0,0
2013,41001,Neiva,41,Huila,3791,Neiva,70697,98.41,98.3,76.9,94.5,83.5,47.8,110.6,108.2,112.9,119,90.4,33.83,0,5.87,4.34,4.01,8.44,5.82,94.06,95.66,95.99,91.56,93.62,0.07,0,0,0,0.56,1.75,0.48,1.12,2.8,1.63
2013,41006,Acevedo,41,Huila,3790,Huila (ETC),8958,85.38,85.4,69,100.9,62,22.4,95.6,83,122.8,90.9,41.4,,4.82,4.57,2.72,3.19,7.05,9.74,95.43,97.28,96.81,92.95,90.26,0,0,0,0,0,0.04,0,0.04,0.05,0
2013,41013,Agrado,41,Huila,3790,Huila (ETC),2382,87.99,88,48.3,85.2,74.5,37.2,97.9,70.2,106,109.6,67.9,,18.18,4.92,5.67,3.84,6.83,3.47,94.88,94.33,95.77,93.17,96.53,0.19,0,0.38,0,0,1.21,0,1.15,1.6,0.99
2013,41016,Aipe,41,Huila,3790,Huila (ETC),6348,59.48,59.5,37.9,52.9,55.3,24.9,67.2,56.4,64.1,81.7,52.6,53.53,15.63,5.22,7.94,2.47,7.69,6.49,91.3,92.06,95.52,86.75,88.11,3.47,0,2.01,5.56,5.41,1.25,0.63,1.03,1.71,1.08
2013,41020,Algeciras,41,Huila,3790,Huila (ETC),5928,88.82,88.8,66,88.4,76.3,34.9,99.9,88.1,109.5,107.2,65.1,46.66,10.17,6.92,4.65,6.22,8.85,5.85,83.32,95.35,86.9,77.48,73.9,9.75,0,6.88,13.67,,0.84,0,1.12,0.8,0.21
2013,41026,Altamira,41,Huila,3790,Huila (ETC),1094,69.93,69.9,44.9,76.8,54.9,35.3,73.8,61.8,87.7,71.4,50.8,,33.33,4.71,5.45,4.07,5.68,4.21,92.07,94.55,91.6,90.91,95.79,3.22,0,4.33,3.41,0,0,0,0,0,0
2013,41078,Baraya,41,Huila,3790,Huila (ETC),2304,65.36,65.4,54.8,68,50.5,22,70.5,76.1,84,66.2,44.3,31.72,3.13,4.85,6.29,3.4,7.26,3.21,86.59,93.71,89.41,81.65,81.41,8.56,0,7.19,11.09,,1.07,0,0.5,2.62,0
2013,41132,Campoalegre,41,Huila,3790,Huila (ETC),7935,84.81,84.8,60.3,88.1,66,33.3,93,86.8,109.3,89.4,62.9,34.94,17.39,6.19,4.47,4.52,9.6,4.79,86.83,95.33,88.5,82.29,86.3,6.98,0.19,6.98,8.11,8.9,0.86,0.39,0.58,1.44,0.68
2013,41206,Colombia,41,Huila,3790,Huila (ETC),2941,51.28,51.3,44.4,57.9,35.4,14.5,55.1,61.7,72.1,48.4,25,35.44,3.92,4.43,4.67,3.58,6.41,3.09,94.53,95.33,94.69,93.35,96.91,1.04,0,1.73,0.24,0,1.63,0.67,1.27,2.38,3.09
2013,41244,Elías,41,Huila,3790,Huila (ETC),1039,78.92,78.9,40.9,78.3,76.2,29.3,83.2,55.9,92.8,94.1,50.9,37.75,8.33,3.47,3.85,3.65,3.48,2.35,93.98,96.15,92.94,93.99,97.65,2.55,0,3.41,2.53,0,1.04,0,0.49,2.22,0
2013,41298,Garzón,41,Huila,3790,Huila (ETC),22211,74.76,74.8,54.1,77.8,62.8,32.3,82.3,71,91.1,85.3,60.4,42.62,13.86,4.83,4.97,3.93,6.16,4.69,89.36,94.34,91.94,84.62,88.73,5.81,0.7,4.13,9.22,6.57,0.93,0.09,0.65,1.58,0.8
2013,41306,Gigante,41,Huila,3790,Huila (ETC),8065,79.7,79.7,49.5,75.7,73.6,38.6,88,61.5,89.5,102.2,71.1,48.13,21.74,5.31,4.5,3.49,7.38,6.43,92.89,95.5,95.09,90.46,90.42,1.8,0,1.41,2.16,3.15,0.37,0,0.24,0.64,0.25
2013,41319,Guadalupe,41,Huila,3790,Huila (ETC),5419,81.84,81.8,38.9,86.5,70.8,37.6,93,51.7,102.6,101.4,73.6,,6,5.21,5.67,4.06,6.24,7.75,91.71,94.33,94.08,88.86,86.85,3.08,0,1.86,4.91,5.4,1.2,0,1.6,1.12,0
2013,41349,Hobo,41,Huila,3790,Huila (ETC),1655,95.95,96,63.7,101.1,76.5,35.3,104.2,82.9,122.1,107.3,63.2,,25,8.05,4.13,7.08,11.2,6.71,91.95,95.87,92.92,88.8,93.29,0,0,0,0,0,0.74,0,0.12,1.87,1.34
2013,41357,Iquira,41,Huila,3790,Huila (ETC),2873,84.72,84.7,61.6,87.1,73.9,30,94.2,74.7,106.4,100.7,61.8,47.1,13.33,6.65,3.95,4.79,10.49,3.96,88.25,96.05,89.93,82.87,94.06,5.11,0,5.28,6.64,1.98,0.12,0,0.16,0,0.5
2013,41359,Isnos,41,Huila,3790,Huila (ETC),6700,87.3,87.3,45.5,95.5,71.9,41.2,97.8,65.1,111.8,97.8,79.9,,14.75,3.33,5.2,2.17,5.02,2.72,95.89,94.8,96.92,94.98,94.23,0.78,0,0.91,0,3.06,0.84,0,0.78,1.24,0.34
2013,41378,La Argentina,41,Huila,3790,Huila (ETC),3637,93.95,94,74.4,98.7,73.5,40.4,103.4,93.8,119.7,104.5,65,52,21.21,6.37,5.24,4.27,10.16,6.86,92.79,94.76,94.9,88.49,93.14,0.84,0,0.83,1.34,0,0.12,0,0.17,0,0.33
2013,41396,La Plata,41,Huila,3790,Huila (ETC),16183,88.62,88.6,63.8,93.2,71.3,35.4,98,85.8,114.5,97.3,63.9,44.52,12.6,4.33,3.57,2.47,6.84,6.32,93.41,96.35,95.73,89.61,91.57,2.26,0.09,1.8,3.55,2.11,0.48,0,0.68,0.37,0.15
2013,41483,Nátaga,41,Huila,3790,Huila (ETC),1638,96.52,96.5,63.6,93.3,86.3,49.1,108.7,93.2,113.8,116.4,89.6,,8.7,3.75,0.81,1.99,6.87,3.32,89.42,99.19,96.81,77.82,88.63,6.83,0,1.2,15.32,8.06,0.85,0,0.8,1.23,0.47
2013,41503,Oporapa,41,Huila,3790,Huila (ETC),3997,68.83,68.8,67.8,77.4,58.5,26,73.9,79.8,88.7,69.3,41.4,,11.11,3.84,1.51,2.23,7.41,3.17,90.37,98.49,93.3,83.45,88.69,5.79,0,4.47,9.14,8.14,1.26,0,2.09,0.58,0
2013,41518,Paicol,41,Huila,3790,Huila (ETC),1441,99.58,99.6,69.9,102.2,79.8,41.1,110.4,93.8,120.1,119.2,76.4,,5,5.27,1.89,2.29,9.73,6.06,94.73,98.11,97.71,90.27,93.94,0,0,0,0,0,0.48,0,1,0,0
2013,41524,Palermo,41,Huila,3790,Huila (ETC),7472,84.06,84,61.3,84.7,72.6,34.2,92,86.9,101,95.4,64.6,38.54,9.62,2.49,4.22,1.5,3.52,2.34,92.27,95.78,93.77,89.59,91.73,5.24,0,4.73,6.88,5.94,0.86,0.25,0.75,1.25,0.54
2013,41530,Palestina,41,Huila,3790,Huila (ETC),2926,91.7,91.7,70.4,101.8,69.8,33,106.2,99.6,128.5,102.1,63.8,,15.38,5.42,6.69,4.68,5.9,6.97,90.73,93.31,93.51,85.85,88.11,3.85,0,1.81,8.24,4.92,0.66,0,1.05,0.37,0
2013,41548,Pital,41,Huila,3790,Huila (ETC),3339,97.96,98,76.2,105.1,83.3,37.1,105.6,104.3,129,105.2,50.2,52.61,18.42,4.7,5.32,2.14,8.11,6.32,95.3,94.68,97.86,91.89,93.68,0,0,0,0,0,2.26,2.13,2.02,2.92,1.19
2013,41551,Pitalito,41,Huila,4436,Pitalito,30596,100.75,100.7,70.6,102.4,83.5,42.8,126.6,100.8,156.7,117,85.6,45.24,19.23,3.82,3.78,2.62,5.67,3.57,90.39,96.13,93.06,85.48,89.25,5.79,0.09,4.32,8.86,7.18,0.9,0,0.66,1.55,0.56
2013,41615,Rivera,41,Huila,3790,Huila (ETC),4096,119.95,120,73.1,121.1,104.9,52.8,137,103.9,151.1,146.2,100.2,32.36,21.43,3.16,5.44,1.63,4.7,3.85,96.18,94.56,98.09,93.83,95.73,0.66,0,0.28,1.47,0.43,0.82,0,0.47,1.75,0.21
2013,41660,Saladoblanco,41,Huila,3790,Huila (ETC),3137,88.72,88.7,72.1,93.6,67.8,29.5,98.1,89.7,121.3,94.5,47.3,51.24,5,3.11,1.23,1.81,6.16,2.55,89.79,98.77,91.16,86.11,83.67,7.1,0,7.03,7.73,13.78,0,0,0,0,0
2013,41668,San Agustín,41,Huila,3790,Huila (ETC),7707,92.66,92.7,78.5,90.6,80.5,43.1,102.3,104,106.2,108.2,81.5,40.77,8.05,3.48,3.35,2.28,4.99,4.3,95.99,96.65,97.07,94.42,95.42,0.53,0,0.66,0.58,0.29,0.38,0.48,0.09,0.81,0.29
2013,41676,Santa María,41,Huila,3790,Huila (ETC),2838,84.95,85,44.1,90.1,74.5,43.8,92,58.7,107.9,93.6,65.4,39.39,12.82,4.74,2.07,3.45,7.26,4.56,91,97.93,94.14,85.85,88.42,4.26,0,2.41,6.89,7.02,0.96,0.69,1.04,1.23,0
2013,41770,Suaza,41,Huila,3790,Huila (ETC),4713,93.34,93.3,51.7,96.6,77.9,27.7,115,76.1,153.9,108.2,47.9,36.09,9.26,3.28,3.62,2.82,3.78,4.23,92.91,96.38,95.04,89.98,86.32,3.81,0,2.14,6.25,9.45,0.94,1,1,0.93,0.37
2013,41791,Tarqui,41,Huila,3790,Huila (ETC),4708,94.56,94.6,70.1,100.3,78.5,41.5,102.8,87.9,115.5,103.5,74.5,34.92,11.54,2.21,2.02,1.02,4.26,2.12,94.9,97.98,96.82,91.47,93.18,2.89,0,2.16,4.26,4.71,0.64,0.29,0.4,1.1,0.71
2013,41797,Tesalia,41,Huila,3790,Huila (ETC),2224,106.38,106.4,73.9,109.6,93.2,53.5,114.3,94.9,125.6,118.2,88.4,45.15,20,3.08,1.65,2.57,3.81,4.01,93.1,98.35,94.01,91.23,91.3,3.82,0,3.42,4.96,4.68,2.91,0,1.54,5.97,2.01
2013,41799,Tello,41,Huila,3790,Huila (ETC),3834,71.39,71.4,51.8,71.7,60.6,28.4,77.7,65.4,84.5,84.2,52.8,41.43,8.51,5.13,5.53,3.57,7.94,2.7,91.63,94.47,92.79,87.88,96.91,3.24,0,3.64,4.18,0.39,1.82,0,0.66,4.08,1.16
2013,41801,Teruel,41,Huila,3790,Huila (ETC),2130,81.36,81.4,60.8,84.4,68.4,25.6,86.4,80.1,101.9,91.7,38.7,,18.18,5.68,3.45,3.61,8.87,9.17,89.27,96.55,91.47,84.17,88.07,5.05,0,4.92,6.96,2.75,0.46,0,0.44,0.7,0
2013,41807,Timaná,41,Huila,3790,Huila (ETC),5206,89.61,89.6,62.4,94.2,77.2,37.4,100.6,79.8,112.8,104.7,72.4,37.53,16.67,3.9,5.54,2.08,6.18,4.19,87.67,94.46,91.37,81.26,85.87,8.42,0,6.55,12.56,9.93,0.13,0,0.04,0.33,0
2013,41872,Villavieja,41,Huila,3790,Huila (ETC),1871,66.81,66.8,46.7,60.6,60,32.1,78.9,67.3,75,98,57.7,34.64,21.43,5.14,6.31,3.84,7.99,1.28,88.88,93.69,91.32,82.19,94.87,5.98,0,4.84,9.82,3.85,0.54,0,0.67,0.46,0.64
